DATECODE	OCCFAM	OCCFAMT	OCC	OCCT	EMPCOUNT	AVGSAL	AVGLOS
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9901	MISCELLANEOUS VESSEL JOBS	79	53311	3.6
202409	9	LEGAL AND KINDRED GROUP	958	EMPLOYEE BENEFITS LAW	78	147236	15.5
202409	88	AIRCRAFT OVERHAUL FAMILY	8810	AIRCRAFT PROPELLER MECHANIC	77	74994	9.2
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9995	CHIEF RADIO ELECTRONICS TECHNICIAN	76	77867	14.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9954	UNLICENSED JUNIOR ENGINEER	76	57063	12.4
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	642	NUCLEAR MEDICINE TECHNICIAN	75	89100	9.7
202409	4	BIOLOGICAL SCIENCES GROUP	487	ANIMAL SCIENCE	75	129816	13.8
202409	13	PHYSICAL SCIENCES GROUP	1372	GEODESY	75	139100	16.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9905	FIRST OFFICER	74	127665	12.2
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	72	FINGERPRINT IDENTIFICATION	73	122363	12.2
202409	42	PLUMBING AND PIPEFITTING FAMILY	4201	MISCELLANEOUS PLUMBING AND PIPEFITTING	72	84365	10.6
202409	4	BIOLOGICAL SCIENCES GROUP	459	IRRIGATION SYSTEM OPERATION	72	51962	12.5
202409	21	TRANSPORTATION GROUP	2183	AIR NAVIGATION	70	110257	8.4
202409	66	ARMAMENT WORK FAMILY	6601	MISCELLANEOUS ARMAMENT WORK	70	79384	10.2
202409	44	PRINTING FAMILY	4417	OFFSET PRESS OPERATING	69	109381	18.5
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	390	TELECOMMUNICATIONS PROCESSING	67	55035	10
202409	76	PERSONAL SERVICES FAMILY	7601	MISCELLANEOUS PERSONAL SERVICES	67	45026	7.7
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	140	WORKFORCE RESEARCH AND ANALYSIS	67	133117	11.5
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9908	SHIP'S COMMUNICATION OFFICER	66	97995	17.7
202409	37	METAL PROCESSING FAMILY	3769	SHOT PEENING MACHINE OPERATING	66	68161	15.5
202409	44	PRINTING FAMILY	4441	BOOKBINDING	64	118569	11.9
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	136	INTERNATIONAL COOPERATION	64	151639	10.5
202409	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4805	MEDICAL EQUIPMENT REPAIRING	62	76076	11.4
202409	50	PLANT AND ANIMAL WORK FAMILY	5042	TREE TRIMMING AND REMOVING	61	74708	11.5
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9976	COOK-BAKER	60	59368	12.4
202409	43	PLIABLE MATERIALS WORK FAMILY	4301	MISCELLANEOUS PLIABLE MATERIALS WORK	60	63851	13
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5737	LOCOMOTIVE ENGINEERING	60	69117	12.2
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	688	SANITARIAN	59	93669	10.2
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9945	REFRIGERATION ENGINEER	58	61637	12.1
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9968	CHIEF STEWARD	58	66709	11.9
202409	52	MISCELLANEOUS OCCUPATIONS FAMILY	5221	LOFTING	58	95477	13.9
202409	8	ENGINEERING AND ARCHITECTURE GROUP	880	MINING ENGINEERING	58	123375	14.5
202409	21	TRANSPORTATION GROUP	2161	MARINE CARGO	57	75798	9.3
202409	10	INFORMATION AND ARTS GROUP	1087	EDITORIAL ASSISTANCE	57	58494	10.1
202409	37	METAL PROCESSING FAMILY	3712	HEAT TREATING	56	71798	15.8
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	319	CLOSED MICROPHONE REPORTER	52	73656	13
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9988	PURSER	52	103820	16.4
202409	70	PACKING AND PROCESSING FAMILY	7001	MISCELLANEOUS PACKING AND PROCESSING	52	71735	11.3
202409	58	TRANSPORTATION/MOBILE EQUIPMENT MAINTENANCE FAMILY	5876	ELECTROMOTIVE EQUIPMENT MECHANIC	49	75017	14
202409	13	PHYSICAL SCIENCES GROUP	1384	TEXTILE TECHNOLOGY	49	123869	14.2
202409	52	MISCELLANEOUS OCCUPATIONS FAMILY	5205	GAS AND RADIATION DETECTING	49	68859	6.3
202409	36	STRUCTURAL AND FINISHING WORK FAMILY	3601	MISCELLANEOUS STRUCTURAL & FINISHING WORK	48	71978	12.8
202409	43	PLIABLE MATERIALS WORK FAMILY	4373	MOLDING	47	69575	9.1
202409	18	INVESTIGATION GROUP	1850	AGRICULTURAL WAREHOUSE INSPECTION SERIES	47	93709	14.7
202409	73	"LAUNDRY, DRY CLEANING, AND PRESSING FAMILY"	7301	"MISC LAUNDRY, DRY CLEANING, AND PRESSING"	47	65925	12.8
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5736	BRAKING-SWITCHING AND CONDUCTING	46	66405	9.2
202409	46	WOOD WORK FAMILY	4601	MISCELLANEOUS WOODWORK	45	81022	14.2
202409	4	BIOLOGICAL SCIENCES GROUP	410	ZOOLOGY	44	153982	20.4
202409	12	"COPYRIGHT, PATENT, AND TRADEMARK GROUP"	1223	PATENT CLASSIFYING	44	182756	21.7
202409	11	BUSINESS AND INDUSTRY GROUP	1163	INSURANCE EXAMINING	44	138405	9.4
202409	20	SUPPLY GROUP	2099	SUPPLY STUDENT TRAINEE	43	36209	0.6
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9996	MEDICAL SERVICES OFFICER	43	101537	8.3
202409	10	INFORMATION AND ARTS GROUP	1099	INFORMATION AND ARTS STUDENT TRAINEE	43	45093	0.6
202409	36	STRUCTURAL AND FINISHING WORK FAMILY	3606	ROOFING	42	78369	10.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9927	SEAMAN-FISHERMAN	42	59386	7.8
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4717	BOAT BUILDING AND REPAIRING	42	72991	10.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9971	CHIEF COOK	42	57163	11.8
202409	31	FABRIC AND LEATHER WORK FAMILY	3101	MISC FABRIC AND LEATHER WORK	42	60603	13.9
202409	17	EDUCATION GROUP	1725	PUBLIC HEALTH EDUCATOR	42	118912	15.2
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9930	OPERATIONS CHIEF (OC)	41	71250	8.4
202409	36	STRUCTURAL AND FINISHING WORK FAMILY	3604	TILE SETTING	41	75994	10.7
202409	26	ELECTRONIC EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2608	ELECTRONIC DIGITAL COMPUTER MECHANIC	40	77670	10.5
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9915	ASSISTANT DAMAGE CONTROL OFFICER	40	100653	14
202409	11	BUSINESS AND INDUSTRY GROUP	1107	PROPERTY DISPOSAL CLERICAL AND TECHNICIAN	40	58424	13.1
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	356	DATA TRANSCRIBER	39	42019	10.5
202409	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1658	LAUNDRY OPERATIONS SERVICES	39	81872	18.6
202409	18	INVESTIGATION GROUP	1899	INVESTIGATION STUDENT TRAINEE	39	43992	1.1
202409	18	INVESTIGATION GROUP	1815	AIR SAFETY INVESTIGATING	38	143223	18.5
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9991	SUPPLY OFFICER	38	103820	20.7
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9904	SHIP PILOT	38	191900	13.8
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	62	CLOTHING DESIGN	38	114909	12.7
202409	65	"AMMUNITION, EXPLOSIVES, AND TOXIC MATERIALS WORK FAMILY"	6505	MUNITIONS DESTROYING	37	62818	14.3
202409	86	ENGINE OVERHAUL FAMILY	8610	SMALL ENGINE MECHANIC	37	67561	14
202409	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4816	PROTECTVE & SAFE EQUIP FABRICATNG & REPAIR	36	62040	10.3
202409	66	ARMAMENT WORK FAMILY	6656	SPECIAL WEAPONS SYSTEMS MECHANIC	36	73192	10.1
202409	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4850	BEARING RECONDITIONING	35	69120	12.4
202409	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5738	RAILROAD MAINTENANCE VEHICLE OPERATING	34	66197	11.6
202409	39	"MOTION PICTURE, RADIO, TELEVISION, AND SOUND EQUIPMENT OPERATING FAMILY"	3940	BROADCASTING EQUIPMENT OPERATING	34	116660	18.2
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9917	DECK MIDSHIPMAN	34	16074	0.4
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4741	GENERAL EQUIPMENT OPERATING	33	73006	17.3
202409	82	FLUID SYSTEMS MAINTENANCE FAMILY	8201	MISC FLUID SYSTEMS MAINTENANCE	32	68981	13.7
202409	21	TRANSPORTATION GROUP	2144	CARGO SCHEDULING	32	68909	7.9
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5440	PACKAGING MACHINE OPERATING	31	71634	15.3
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9936	ENGINE MIDSHIPMAN	30	16074	0.3
202409	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5419	STATIONARY-ENGINE OPERATING	29	108633	17.3
202409	7	VETERINARY MEDICAL SCIENCE GROUP	799	VETERINARY STUDENT TRAINEE	28	55379	1.4
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5317	LAUNDRY & DRY CLEANING EQUIPMT REPAIRING	28	73231	14.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9982	LAUNDRYMAN	26	46629	15.8
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9939	CHIEF ELECTRICIAN	26	74041	15.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9972	STEWARD COOK	26	58600	8.7
202409	41	PAINTING AND PAPERHANGING FAMILY	4101	MISCELLANEOUS PAINTING AND PAPERHANGING	26	76680	14.4
202409	46	WOOD WORK FAMILY	4616	PATTERNMAKING	25	85435	16.3
202409	13	PHYSICAL SCIENCES GROUP	1321	METALLURGY	24	156678	18.1
202409	35	GENERAL SERVICES AND SUPPORT WORK FAMILY	3511	LABORATORY WORKING	23	49348	15.4
202409	38	METAL WORK FAMILY	3802	METAL FORGING	23	75874	11.2
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5323	OILING AND GREASING	22	67698	12
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	21	COMMUNITY PLANNING TECHNICIAN	22	89553	11.3
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9929	DAMAGE CONTROLMAN	22	90408	8.6
202409	13	PHYSICAL SCIENCES GROUP	1374	GEODETIC TECHNICIAN	21	99177	12.2
202409	74	FOOD PREPARATION AND SERVING FAMILY	7402	BAKING	21	67432	17.4
202409	43	PLIABLE MATERIALS WORK FAMILY	4361	RUBBER EQUIPMENT REPAIRING	21	63141	8.3
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	309	CORRESPONDENCE CLERK	21	52281	11.5
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	184	SOCIOLOGY	20	133416	12.6
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9969	THIRD STEWARD	20	53795	10.8
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4715	EXHIBITS MAKING/MODELING	20	75074	12.1
202409	44	PRINTING FAMILY	4416	PLATEMAKING	20	102749	19.6
202409	25	WIRE COMMUNICATIONS EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2501	MISC WIRE COMMUNCA EQUIPMT INSTALL & MAINT	19	93321	12.8
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9960	OILER	18	48353	5.6
202409	44	PRINTING FAMILY	4449	ELECTROLYTIC INTAGLIO PLATEMAKING	18	132683	20.8
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9918	DAMAGE CONTROL LEADER	16	116379	17.8
202409	13	PHYSICAL SCIENCES GROUP	1380	FOREST PRODUCTS TECHNOLOGY	16	132234	17.7
202409	37	METAL PROCESSING FAMILY	3725	BATTERY REPAIRING	15	63418	17.4
202409	36	STRUCTURAL AND FINISHING WORK FAMILY	3605	PLASTERING	13	70709	12.9
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9940	ELECTRICIAN	13	70155	13.4
202409	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9955	PUMPMAN	13	56427	13.9
202409	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5313	ELEVATOR MECHANIC	12	91125	18.9
202409	10	INFORMATION AND ARTS GROUP	1051	MUSIC SPECIALIST	12	91848	9.1
202409	76	PERSONAL SERVICES FAMILY	7603	BARBERING	11	79961	15.5
202409	36	STRUCTURAL AND FINISHING WORK FAMILY	3602	CEMENT FINISHING	11	67621	12
202409	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4745	RESEARCH LABORATORY MECHANIC	11	74855	11.9
202409	10	INFORMATION AND ARTS GROUP	1054	THEATER SPECIALIST	11	81331	13.8
202409	35	GENERAL SERVICES AND SUPPORT WORK FAMILY	3546	RAILROAD REPAIRING	11	55564	6.1
