AGYSUB,SEP,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
DLLS,SA,201608,F,17,12,E,11,0110,1,GS-12,I,10,F,1,1,090404,10.8
DLLS,SD,201809,I,12,12,I,11,0110,1,GS-12,J,10,F,1,1,106012,31.3
DLLS,SC,201410,E,17,11,B,11,0110,1,GS-11,F,15,F,1,1,063091,01.7
DLLS,SC,201410,D,13,12,E,06,0110,1,GS-12,I,10,F,1,1,093244,11.3
DLLS,SC,201809,I,13,05,A,40,0119,3,GS-05,D,15,P,2,1,042300,00.0
DLLS,SC,201608,E,21,14,E,11,0110,1,GS-14,L,10,F,1,1,127036,10.0
DLLS,SD,201809,J,13,12,F,11,0110,1,GS-12,J,10,F,1,1,100576,15.3
DLLS,SD,201608,K,14,12,I,11,0110,1,GS-12,J,10,F,1,1,100736,30.2
DLLS,SA,201511,F,17,12,C,11,0110,1,GS-12,G,10,F,1,1,078924,03.8
DLLS,SA,201608,C,13,13,C,11,0110,1,GS-13,I,10,F,1,1,092145,04.9
DLLS,SC,201809,H,13,07,G,32,0119,3,GS-07,E,10,P,2,1,051511,21.3
DLLS,SA,201410,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,080662,05.3
DLLS,SC,201608,H,04,05,A,48,0119,3,GS-05,C,15,P,2,1,032318,00.4
DLLS,SC,201608,H,07,05,B,34,0119,3,GS-05,C,15,P,2,1,038949,02.1
DLLS,SD,201410,K,13,07,D,13,0119,3,GS-07,E,10,P,2,1,050492,06.6
DLLS,SD,201608,J,04,07,D,16,0119,3,GS-07,D,10,P,2,1,042702,05.0
DLLS,SA,201511,F,13,11,B,11,0110,1,GS-11,F,15,F,1,1,063722,02.8
DLLS,SA,201608,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,085238,08.1
DLLS,SA,201511,I,13,07,E,12,0119,3,GS-07,D,10,P,2,1,047481,14.9
DLLS,SA,201608,C,14,09,B,11,0110,1,GS-09,E,15,F,1,1,053435,01.1
DLLS,SD,201410,J,07,07,G,05,0119,3,GS-07,D,10,P,2,1,049626,20.3
DLLS,SC,201608,F,04,05,A,39,0119,3,GS-05,C,15,P,2,1,033182,00.4
DLLS,SA,201511,C,04,07,A,48,0110,1,GS-07,D,15,F,1,1,044613,00.3
DLLS,SD,201410,K,04,07,G,47,0119,3,GS-07,E,10,P,2,1,050932,24.5
DLLS,SD,201808,K,17,07,F,12,0119,3,GS-07,E,10,P,2,1,055696,18.8
DLLS,SD,201601,J,17,15,J,11,0110,1,GS-15,O,10,F,1,1,158700,40.6
DLLS,SA,201601,D,17,11,B,11,0110,1,GS-11,F,15,F,1,1,064650,02.1
DLLS,SC,201511,C,17,12,D,36,0110,1,GS-12,H,10,F,1,1,087061,06.3
DLLS,SD,201601,J,13,13,J,11,0110,1,GS-13,K,10,F,1,1,119794,41.2
DLLS,SD,201808,I,13,13,I,06,0110,1,GS-13,L,10,F,1,1,122891,34.8
DLLS,SD,201601,K,04,07,D,27,0119,3,GS-07,D,10,P,2,1,046713,08.7
DLLS,SA,201511,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,081471,05.2
DLLS,SF,201511,I,07,06,D,11,0119,3,GS-06,D,10,P,2,1,042622,06.6
DLLS,SC,201611,E,17,07,A,41,0110,1,GS-07,D,15,F,1,1,042252,00.3
DLLS,SD,201601,K,10,07,E,08,0119,3,GS-07,E,10,P,2,1,050210,11.7
DLLS,SD,201601,K,13,12,J,06,0110,1,GS-12,J,10,F,1,1,108034,38.8
DLLS,SC,201611,K,17,05,A,04,0119,3,GS-05,C,15,P,2,1,033100,00.0
DLLS,SD,201808,J,17,07,G,47,0119,3,GS-07,E,10,P,2,1,052394,20.1
DLLS,SC,201808,D,17,13,D,32,0110,1,GS-13,I,10,F,1,1,091036,07.1
DLLS,SC,201808,I,17,07,D,49,0119,3,GS-07,D,10,P,2,1,046879,08.6
DLLS,SC,201611,F,04,05,B,48,0119,3,GS-05,C,15,P,2,1,033395,01.3
DLLS,SD,201601,I,13,14,I,11,0110,1,GS-14,M,10,F,1,1,139523,33.0
DLLS,SD,201601,J,05,12,J,11,0110,1,GS-12,I,10,F,1,1,094203,42.3
DLLS,SC,201611,I,13,06,B,09,0119,3,GS-06,D,15,P,2,1,041083,02.8
DLLS,SD,201601,J,04,07,J,11,0119,3,GS-07,E,10,F,1,1,055970,42.8
DLLS,SA,201511,I,07,06,C,42,0119,3,GS-06,C,10,P,2,1,036796,03.1
DLLS,SD,201808,J,21,07,E,27,0119,3,GS-07,E,10,P,2,1,053079,14.0
DLLS,SD,201601,K,13,14,J,11,0110,1,GS-14,M,10,F,1,1,139523,39.9
DLLS,SC,201601,F,13,12,F,29,0110,1,GS-12,H,10,F,1,1,088915,18.4
DLLS,SC,201411,E,13,05,B,25,0119,3,GS-05,C,15,P,2,1,035729,01.8
DLLS,SC,201509,E,13,12,E,17,0110,1,GS-12,I,10,F,1,1,092306,13.0
DLLS,SA,201411,G,13,07,C,39,0119,3,GS-07,D,10,P,2,1,041222,04.6
DLLS,SA,201509,D,17,12,D,11,0110,1,GS-12,H,10,F,1,1,086564,09.8
DLLS,SA,201411,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,083183,06.8
DLLS,SF,201810,E,04,12,E,11,0110,1,GS-12,I,10,F,1,1,097858,12.1
DLLS,SC,201808,D,13,12,D,36,0110,1,GS-12,I,10,F,1,1,092438,08.9
DLLS,SA,201509,D,17,12,B,11,0110,1,GS-12,G,15,F,1,1,076378,02.4
DLLS,SA,201808,C,17,12,C,11,0110,1,GS-12,H,10,F,1,1,084266,03.9
DLLS,SC,201808,B,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.2
DLLS,SD,201810,K,21,14,J,11,0110,1,GS-14,N,10,F,1,1,148967,42.0
DLLS,SD,201509,K,04,07,D,45,0119,3,GS-07,D,10,P,2,1,042207,05.3
DLLS,SD,201808,K,13,13,H,48,0110,1,GS-13,L,10,F,1,1,121323,29.3
DLLS,SK,201509,J,17,13,E,29,0110,1,GS-13,I,10,F,1,1,097378,12.6
DLLS,SC,201810,C,13,12,C,11,0110,1,GS-12,H,10,F,1,1,081548,03.3
DLLS,SD,201808,K,04,07,E,13,0119,3,GS-07,D,10,P,2,1,049232,13.2
DLLS,SC,201808,C,13,05,A,06,0119,3,GS-05,C,15,P,2,1,036141,00.1
DLLS,SF,201509,H,13,07,E,42,0119,3,GS-07,D,10,P,2,1,045712,12.4
DLLS,SA,201808,D,13,06,C,36,0119,3,GS-06,D,10,P,2,1,044051,03.0
DLLS,SA,201411,C,13,12,C,11,0110,1,GS-12,G,10,F,1,1,075621,03.3
DLLS,SD,201411,K,17,06,D,42,0119,3,GS-06,C,10,P,2,1,039531,05.6
DLLS,SC,201810,F,04,13,F,42,0110,1,GS-13,J,10,F,1,1,109929,18.2
DLLS,SF,201810,I,13,12,F,13,0110,1,GS-12,G,10,F,1,1,077058,19.8
DLLS,SA,201810,F,13,12,F,11,0110,1,GS-12,J,10,F,1,1,103294,18.9
DLLS,SD,201501,K,13,13,I,48,0110,1,GS-13,J,10,F,1,1,107737,32.1
DLLS,SC,201810,K,13,06,C,17,0119,3,GS-06,D,10,P,2,1,043868,03.6
DLLS,SA,201810,C,13,11,B,36,0110,1,GS-11,G,15,F,1,1,070111,02.6
DLLS,SC,201509,C,13,07,D,06,0110,1,GS-07,D,15,F,1,1,046846,08.1
DLLS,SC,201501,D,13,12,D,27,0110,1,GS-12,G,10,F,1,1,076853,05.6
DLLS,SD,201411,J,13,07,F,27,0119,3,GS-07,E,10,P,2,1,051199,17.4
DLLS,SA,201509,C,17,12,D,11,0110,1,GS-12,G,15,F,1,1,076378,05.2
DLLS,SC,201509,F,13,05,A,11,0119,3,GS-05,C,15,P,2,1,034759,00.7
DLLS,SC,201411,D,17,11,D,11,0110,1,GS-11,F,15,F,1,1,063091,09.7
DLLS,SC,201509,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,081471,05.8
DLLS,SD,201411,J,13,15,G,11,0110,1,GS-15,N,10,F,1,1,145827,24.3
DLLS,SC,201610,F,13,06,D,34,0119,3,GS-06,D,10,P,2,1,042060,05.6
DLLS,SA,201509,D,13,05,B,48,0119,3,GS-05,C,15,P,2,1,033009,01.1
DLLS,SC,201610,E,17,06,C,36,0119,3,GS-06,C,10,P,2,1,039421,03.6
DLLS,SA,201810,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,106668,07.8
DLLS,SC,201610,F,10,05,C,22,0119,3,GS-05,C,10,P,2,1,033395,03.3
DLLS,SC,201509,D,04,05,A,11,0119,3,GS-05,C,15,P,2,1,034759,00.7
DLLS,SA,201509,D,04,09,C,11,0110,1,GS-09,E,15,F,1,1,052668,03.2
DLLS,SA,201711,D,04,13,E,11,0110,1,GS-13,J,10,F,1,1,101116,11.3
DLLS,SC,201602,G,13,07,E,06,0110,1,GS-07,E,15,F,1,1,058096,13.6
DLLS,SA,201711,B,17,09,A,11,0110,1,GS-09,E,35,F,1,1,054972,00.8
DLLS,SC,201602,C,13,11,B,08,0110,1,GS-11,F,15,F,1,1,063691,02.1
DLLS,SA,201602,J,12,06,D,08,0119,3,GS-06,D,15,P,2,1,042600,08.8
DLLS,SC,201711,D,13,12,D,42,0110,1,GS-12,H,10,F,1,1,088054,08.4
DLLS,SD,201602,K,04,07,E,42,0119,3,GS-07,E,10,P,2,1,051346,13.7
DLLS,SA,201711,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,104275,08.4
DLLS,SD,201812,I,17,13,I,11,0110,1,GS-13,L,10,F,1,1,126062,32.8
DLLS,SD,201812,K,08,07,F,39,0119,3,GS-07,E,10,P,2,1,054533,18.1
DLLS,SC,201812,K,13,07,F,36,0119,3,GS-07,E,10,P,2,1,052700,15.6
DLLS,SD,201812,K,04,07,G,25,0119,3,GS-07,E,10,P,2,1,058225,21.5
DLLS,SD,201812,I,13,12,H,51,0110,1,GS-12,I,10,F,1,1,098216,26.1
DLLS,SD,201812,J,13,12,G,11,0110,1,GS-12,J,10,F,1,1,103294,20.8
DLLS,SD,201812,K,13,07,F,48,0119,3,GS-07,E,10,P,2,1,056680,15.2
DLLS,SD,201812,I,17,13,I,13,0110,1,GS-13,K,10,F,1,1,116066,33.3
DLLS,SC,201812,F,04,05,A,54,0119,3,GS-05,C,15,P,2,1,033394,00.2
DLLS,SC,201812,E,04,06,B,42,0119,3,GS-06,C,15,P,2,1,038184,02.8
DLLS,SC,201901,C,13,09,B,36,0110,1,GS-09,E,15,F,1,1,057948,01.4
DLLS,SD,201901,K,13,12,J,11,0110,1,GS-12,J,10,F,1,1,106012,42.6
DLLS,SA,201901,J,13,07,E,48,0119,3,GS-07,E,10,P,2,1,053092,12.0
DLLS,SD,201901,K,17,14,G,11,0110,1,GS-14,N,10,F,1,1,141328,20.4
DLLS,SC,201901,F,13,07,E,06,0119,3,GS-07,E,10,P,2,1,053491,10.4
DLLS,SD,201901,J,13,13,J,25,0110,1,GS-13,L,10,F,1,1,125335,41.5
DLLS,SC,201901,D,17,12,C,11,0110,1,GS-12,H,10,F,1,1,086984,04.3
DLLS,SD,201901,K,17,12,J,48,0110,1,GS-12,J,10,F,1,1,102027,37.2
DLLS,SD,201901,J,13,07,E,31,0119,3,GS-07,E,10,P,2,1,051866,13.9
DLLS,SD,201901,J,13,07,G,53,0119,3,GS-07,E,10,P,2,1,058313,21.0
DLLS,SD,201901,J,13,13,J,42,0110,1,GS-13,L,10,F,1,1,122493,39.4
DLLS,SD,201901,K,14,13,J,11,0110,1,GS-13,L,10,F,1,1,126062,43.8
DLLS,SD,201901,J,13,13,J,13,0110,1,GS-13,K,10,F,1,1,119121,38.9
DLLS,SC,201902,D,17,05,A,20,0119,3,GS-05,C,15,P,2,1,033394,00.7
DLLS,SA,201902,D,17,13,D,11,0110,1,GS-13,J,10,F,1,1,103435,05.8
DLLS,SC,201902,C,13,12,C,11,0110,1,GS-12,H,10,F,1,1,081548,03.7
DLLS,SA,201902,C,13,12,C,11,0110,1,GS-12,H,10,F,1,1,081548,03.3
DLLS,SC,201902,C,17,12,C,11,0110,1,GS-12,H,10,F,1,1,086984,04.7
DLLS,SC,201902,J,04,05,A,06,0119,3,GS-05,C,15,P,2,1,037015,00.0
DLLS,SD,201902,J,13,12,J,24,0110,1,GS-12,J,10,F,1,1,106012,40.3
DLLS,SD,201902,K,21,12,H,11,0110,1,GS-12,J,10,F,1,1,106012,25.4
DLLS,SD,201902,K,11,07,D,25,0119,3,GS-07,E,10,P,2,1,050565,07.3
DLLS,SD,201902,J,04,07,E,55,0119,3,GS-07,E,10,P,2,1,051145,11.4
DLLS,SD,201902,J,21,,I,11,0110,1,ES-**,S,50,F,1,1,192300,32.6
DLLS,SD,201902,I,13,12,J,17,0110,1,GS-12,J,10,F,1,1,107357,35.8
DLLS,SC,201902,C,04,07,C,06,0110,1,GS-07,E,10,F,1,1,051026,03.1
DLLS,SD,201902,J,13,12,I,37,0110,1,GS-12,I,10,F,1,1,098819,33.4
DLLS,SD,201902,I,04,07,H,47,0119,3,GS-07,E,10,P,2,1,053773,26.5
DLLS,SA,201903,G,17,14,G,11,0110,1,GS-14,N,10,F,1,1,141328,22.1
DLLS,SA,201903,C,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.8
DLLS,SA,201903,D,13,12,D,11,0110,1,GS-12,H,10,F,1,1,089703,06.3
DLLS,SD,201903,J,10,07,I,17,0119,3,GS-07,F,10,F,1,1,060522,31.8
DLLS,SK,201903,E,04,11,C,48,0110,1,GS-11,F,15,F,1,1,065479,04.1
DLLS,SF,201903,J,14,12,G,11,0110,1,GS-12,J,10,F,1,1,105642,24.3
DLLS,SA,201903,E,13,07,D,26,0119,3,GS-07,E,10,P,2,1,050714,07.3
DLLS,SA,201903,C,17,12,B,11,0110,1,GS-12,H,15,F,1,1,081548,02.6
DLLS,SC,201903,B,13,12,C,11,0110,1,GS-12,H,10,F,1,1,081548,03.5
DLLS,SD,201903,J,17,13,I,11,0110,1,GS-13,L,10,F,1,1,126062,30.8
DLLS,SC,201903,I,21,14,G,11,0110,1,GS-14,N,10,F,1,1,148967,23.5
DLLS,SC,201903,J,04,07,C,24,0119,3,GS-07,D,10,P,2,1,047504,04.8
DLLS,SA,201903,C,13,11,B,11,0110,1,GS-11,F,15,F,1,1,068036,02.6
DLLS,SC,201903,C,04,05,A,11,0119,3,GS-05,C,15,P,2,1,037113,00.7
DLLS,SD,201903,K,14,14,J,11,0110,1,GS-14,N,10,F,1,1,148967,46.3
DLLS,SD,201903,J,13,07,E,41,0119,3,GS-07,E,10,P,2,1,052227,10.2
DLLS,SD,201903,I,13,13,I,11,0110,1,GS-13,L,10,F,1,1,126062,30.2
DLLS,SC,201904,H,13,05,B,48,0119,3,GS-05,D,10,P,2,1,047389,02.5
DLLS,SF,201904,H,17,13,H,11,0110,1,GS-13,L,10,F,1,1,122310,25.3
DLLS,SK,201904,H,13,07,E,12,0119,3,GS-07,D,10,P,2,1,049063,10.6
DLLS,SC,201904,J,10,05,F,06,0119,3,GS-05,D,10,P,2,1,049140,15.2
DLLS,SA,201904,G,04,05,B,29,0119,3,GS-05,C,15,P,2,1,038933,02.3
DLLS,SC,201904,D,13,06,D,49,0119,3,GS-06,D,10,P,2,1,040367,05.7
DLLS,SA,201904,F,13,07,A,25,0110,1,GS-07,D,15,F,1,1,046634,00.3
DLLS,SC,201904,D,04,11,B,12,0110,1,GS-11,F,15,F,1,1,062236,02.2
DLLS,SA,201904,G,10,05,A,06,0119,3,GS-05,C,15,P,2,1,038586,00.8
DLLS,SC,201904,G,04,07,C,13,0119,3,GS-07,D,10,F,1,1,045698,04.2
DLLS,SD,201905,K,13,07,G,41,0119,3,GS-07,E,10,P,2,1,058196,21.9
DLLS,SC,201905,C,13,12,C,42,0110,1,GS-12,H,10,F,1,1,080806,03.8
DLLS,SD,201905,K,17,07,D,22,0119,3,GS-07,D,10,P,2,1,047661,09.3
DLLS,SD,201906,K,13,12,G,48,0110,1,GS-12,J,10,F,1,1,101467,21.3
DLLS,SD,201907,I,17,12,H,11,0110,1,GS-12,J,10,F,1,1,108422,27.8
DLLS,SC,201906,B,04,12,B,11,0110,1,GS-12,H,15,F,1,1,083398,02.4
DLLS,SC,201906,J,04,05,A,36,0119,3,GS-05,C,15,P,2,1,033949,00.2
DLLS,SJ,201907,K,17,13,J,11,0110,1,GS-13,L,20,I,2,1,128920,42.6
DLLS,SC,201905,D,04,06,B,40,0119,3,GS-06,C,15,P,2,1,039105,02.6
DLLS,SC,201906,E,13,13,F,42,0110,1,GS-13,K,10,F,1,1,115305,16.4
DLLS,SD,201905,K,13,12,J,06,0110,1,GS-12,K,10,F,1,1,117669,42.7
DLLS,SC,201907,C,04,05,B,25,0119,3,GS-05,C,15,F,1,1,038902,02.0
DLLS,SA,201906,D,17,11,A,11,0110,1,GS-11,H,15,F,1,1,081181,00.8
DLLS,SA,201906,G,17,07,D,17,0119,3,GS-07,E,10,P,2,1,051210,07.0
DLLS,SC,201906,G,13,05,C,45,0119,3,GS-05,C,15,P,2,1,037343,04.0
DLLS,SA,201905,D,17,12,B,11,0110,1,GS-12,H,15,F,1,1,083398,02.7
DLLS,SC,201906,D,13,05,C,12,0119,3,GS-05,C,10,P,2,1,036212,03.8
DLLS,SC,201905,E,04,05,A,45,0119,3,GS-05,C,15,P,2,1,033949,00.8
DLLS,SD,201907,K,17,07,F,48,0119,3,GS-07,E,10,P,2,1,050639,19.3
DLLS,SC,201907,J,17,05,D,34,0119,3,GS-05,D,10,P,2,1,040354,06.8
DLLS,SC,201907,E,17,12,C,11,0110,1,GS-12,H,10,F,1,1,088959,04.8
DLLS,SA,201907,E,13,12,C,11,0110,1,GS-12,H,10,F,1,1,086179,04.9
DLLS,SA,201907,D,13,12,D,11,0110,1,GS-12,I,10,F,1,1,091740,06.8
DLLS,SD,201905,J,17,07,E,15,0119,3,GS-07,E,10,P,2,1,051909,14.0
DLLS,SC,201907,E,13,05,A,49,0119,3,GS-05,C,15,P,2,1,033949,00.1
DLLS,SC,201907,D,13,05,A,42,0119,3,GS-05,C,15,P,2,1,036776,00.9
DLLS,SC,201905,F,13,12,F,11,0110,1,GS-12,J,10,F,1,1,105642,17.8
DLLS,SC,201907,C,13,12,D,11,0110,1,GS-12,H,10,F,1,1,086179,05.0
DLLS,SC,201905,D,13,07,D,15,0119,3,GS-07,D,10,P,2,1,046140,05.0
DLLS,SC,201905,H,04,05,C,29,0119,3,GS-05,C,10,P,2,1,034354,04.4
DLLS,SC,201906,G,04,06,E,02,0119,3,GS-06,E,15,P,2,1,052011,10.2
DLLS,SC,201905,E,17,12,D,11,0110,1,GS-12,H,10,F,1,1,088959,06.5
DLLS,SC,201905,I,04,07,C,13,0119,3,GS-07,D,10,F,1,1,045698,03.3
DLLS,SC,201908,D,17,12,C,25,0110,1,GS-12,H,10,F,1,1,082721,03.8
DLLS,SA,201908,I,13,07,I,17,0119,3,GS-07,F,10,F,1,1,060522,30.3
DLLS,SC,201908,J,04,05,A,04,0119,3,GS-05,C,15,P,2,1,035103,00.5
DLLS,SC,201908,E,04,09,C,29,0110,1,GS-09,E,10,F,1,1,055523,03.3
DLLS,SA,201908,E,17,13,E,11,0110,1,GS-13,K,10,F,1,1,112393,11.2
DLLS,SA,201908,D,17,12,C,11,0110,1,GS-12,H,10,F,1,1,083398,03.1
DLLS,SD,201908,J,17,07,G,32,0119,3,GS-07,E,10,P,2,1,055318,22.0
DLLS,SC,201908,J,04,05,A,53,0119,3,GS-05,D,10,P,2,1,048087,00.2
DLLS,SC,201908,C,13,07,A,42,0110,1,GS-07,D,15,F,1,1,045554,00.8
DLLS,SA,201908,B,13,07,A,11,0110,1,GS-07,D,15,F,1,1,047016,00.0
DLLS,SC,201908,E,17,13,D,11,0110,1,GS-13,J,10,F,1,1,109088,07.9
DLLS,SA,201908,E,13,13,E,11,0110,1,GS-13,K,10,F,1,1,112393,14.2
DLLS,SC,201908,I,04,06,B,42,0119,3,GS-06,D,15,P,2,1,042360,02.8
DLLS,SA,201908,C,13,12,C,11,0110,1,GS-12,H,10,F,1,1,086179,04.2
DLLS,SC,201909,G,17,05,B,06,0119,3,GS-05,C,15,P,2,1,039062,01.0
DLLS,SD,201909,I,13,07,E,40,0119,3,GS-07,D,10,P,2,1,049063,11.9
DLLS,SC,201909,D,17,12,D,11,0110,1,GS-12,I,10,F,1,1,097300,09.9
DLLS,SA,201909,C,13,12,C,11,0110,1,GS-12,H,10,F,1,1,086179,04.3
DLLS,SD,201909,K,17,12,G,11,0110,1,GS-12,J,10,F,1,1,108422,24.3
DLLS,SD,201909,K,13,07,G,26,0119,3,GS-07,E,10,P,2,1,059935,23.9
DLLS,SC,201909,B,13,07,A,48,0110,1,GS-07,D,15,F,1,1,045158,00.7
DLLS,SJ,201909,K,17,15,J,11,0110,1,GS-15,P,20,I,2,1,166500,39.5
DLLS,SC,201909,I,04,06,B,24,0119,3,GS-06,D,15,P,2,1,043719,02.7
DLLS,SC,201909,E,08,13,E,39,0110,1,GS-13,J,10,F,1,1,103833,13.3
DLLS,SD,201909,K,07,07,G,17,0119,3,GS-07,F,10,P,2,1,060522,22.3
DLLS,SA,201909,C,17,12,C,11,0110,1,GS-12,H,10,F,1,1,088959,04.9
DLLS,SF,201909,H,04,06,D,11,0119,3,GS-06,D,10,P,2,1,046541,05.7
DLLS,SC,201909,D,04,05,A,13,0119,3,GS-05,C,15,P,2,1,035701,00.6
DLLS,SC,201909,G,13,13,G,11,0110,1,GS-13,L,10,F,1,1,125615,22.3
DLLS,SC,201909,D,04,05,A,16,0119,3,GS-05,C,20,P,2,1,033949,00.9
DLLS,SA,201909,E,13,13,E,11,0110,1,GS-13,K,10,F,1,1,115699,14.8
DLLS,SD,201909,K,13,06,D,36,0119,3,GS-06,D,10,P,2,1,046435,05.0
DLLS,SA,201909,F,13,05,A,48,0119,3,GS-05,C,15,P,2,1,033949,00.3
DLMS,SD,201804,J,17,14,J,51,0110,1,GS-14,N,10,F,1,1,148967,38.7
DLMS,SA,201410,D,13,13,D,51,0110,1,GS-13,I,10,F,1,1,092922,06.5
DLMS,SD,201601,K,21,14,I,51,0110,1,GS-14,N,10,F,1,1,141555,32.0
DLMS,SC,201411,I,17,15,I,51,0110,1,GS-15,O,20,I,2,1,157100,34.0
DLOW,SA,201802,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,106668,08.3
DLOW,SD,201510,J,13,13,J,11,0110,1,GS-13,J,10,F,1,1,105960,40.0
DLPE,SD,201606,I,21,,I,11,0110,1,ES-**,R,50,F,1,1,185100,32.3
DLPE,SG,201605,J,13,15,I,11,0110,1,GS-15,O,10,F,1,1,157971,32.8
DLPE,SC,201411,H,21,15,E,11,0110,1,GS-15,M,10,F,1,1,137494,13.3
DLPW,SA,201610,D,21,14,D,11,0110,1,GS-14,K,10,F,1,1,119776,07.3
DLPW,SC,201906,G,17,13,F,11,0110,1,GS-13,L,10,F,1,1,122310,17.9
DLSH,SA,201807,E,04,13,E,11,0110,1,GS-13,J,10,F,1,1,106668,11.9
DLSH,SD,201903,J,21,13,F,11,0110,1,GS-13,L,10,F,1,1,128920,18.2
DLWB,SC,201706,D,13,12,C,CO,0110,1,GS-12,H,10,F,1,1,087693,04.8
DN00,SC,201611,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,101361,06.0
DN00,SC,201601,I,17,14,H,11,0110,1,GS-14,M,10,F,1,1,139523,27.3
DN00,SC,201701,F,04,15,D,11,0110,1,GS-15,N,10,F,1,1,144945,06.8
DN00,SC,201609,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,101361,07.6
DN00,SC,201802,C,17,11,B,11,0110,1,GS-11,G,15,F,1,1,070304,02.0
DN00,SD,201505,I,17,13,I,53,0110,1,GS-13,J,10,F,1,1,108507,30.6
DN00,SA,201505,E,17,14,D,11,0110,1,GS-14,L,10,F,1,1,121635,08.0
DN00,SC,201505,D,13,14,D,11,0110,1,GS-14,K,10,F,1,1,114480,09.8
DN00,SA,201505,D,17,12,B,11,0110,1,GS-12,G,15,F,1,1,076378,02.9
DN00,SD,201512,J,17,14,I,11,0110,1,GS-14,M,10,P,2,1,139523,31.3
DN00,SA,201512,D,17,13,C,11,0110,1,GS-13,I,15,F,1,1,099905,03.3
DN00,SC,201506,H,17,15,C,11,0110,1,GS-15,O,10,F,1,1,158700,04.4
DN00,SD,201503,K,21,14,J,11,0110,1,GS-14,M,10,F,1,1,139523,41.7
DN00,SD,201702,K,17,13,H,11,0110,1,GS-13,L,10,F,1,1,123234,27.4
DN00,SA,201607,F,21,13,F,11,0110,1,GS-13,K,10,F,1,1,113650,15.1
DN00,SC,201702,H,21,14,E,11,0110,1,GS-14,L,10,F,1,1,126958,13.4
DN00,SD,201605,J,21,15,I,11,0110,1,GS-15,O,10,F,1,1,153702,30.0
DN00,SD,201610,J,17,15,E,11,0110,1,GS-15,P,10,F,1,1,160300,14.3
DN00,SA,201510,C,13,13,D,11,0110,1,GS-13,I,10,F,1,1,093851,07.1
DN00,SD,201804,J,21,14,G,47,0110,1,GS-14,M,10,F,1,1,130601,23.3
DN00,SD,201508,J,13,14,J,11,0110,1,GS-14,L,10,F,1,1,128790,38.3
DN00,SC,201508,C,17,13,C,11,0110,1,GS-13,I,15,F,1,1,093851,03.1
DN00,SG,201809,K,21,15,H,11,0110,1,GS-15,P,10,R,2,1,164200,26.8
DN00,SD,201809,I,17,15,I,11,0110,1,GS-15,P,10,P,2,1,164200,30.1
DN00,SD,201410,J,18,13,H,41,0110,1,GS-13,K,10,F,1,1,110355,25.9
DN00,SL,201808,G,17,14,D,11,0110,1,GS-14,M,10,F,1,1,133689,09.6
DN00,SC,201808,D,04,12,C,11,0110,1,GS-12,H,10,F,1,1,084266,03.1
DN00,SC,201601,D,21,13,B,11,0110,1,GS-13,I,15,F,1,1,099905,01.0
DN00,SC,201511,E,17,13,D,11,0110,1,GS-13,I,10,F,1,1,099905,08.3
DN00,SD,201501,K,17,15,J,24,0110,1,GS-15,O,10,F,1,1,157100,39.3
DN00,SC,201901,D,17,13,D,11,0110,1,GS-13,J,10,F,1,1,105782,05.9
DN00,SA,201905,F,21,15,E,11,0110,1,GS-15,O,10,F,1,1,151633,12.0
DN00,SC,201906,D,13,13,D,11,0110,1,GS-13,J,10,F,1,1,109088,08.8
DN00,SC,201908,D,17,13,D,11,0110,1,GS-13,J,10,F,1,1,109088,08.7
DN00,SA,201909,D,17,11,B,11,0110,1,GS-11,F,15,F,1,1,069581,01.1
DNFE,SC,201609,D,17,13,D,11,0110,1,GS-13,I,15,F,1,1,092145,05.0
DNFE,SC,201707,D,13,09,B,11,0110,1,GS-09,E,35,F,1,1,056805,02.4
DNFE,SD,201512,K,21,15,H,11,0110,1,GS-15,O,10,F,1,1,158700,28.3
DNFE,SA,201803,C,17,13,C,11,0110,1,GS-13,I,10,F,1,1,096970,03.7
DNFE,SC,201807,K,,15,B,11,0110,1,GS-15,P,48,P,2,1,164200,01.0
DNFE,SC,201712,E,17,13,C,11,0110,1,GS-13,L,15,F,1,1,123234,04.5
DNFE,SC,201709,C,09,14,D,11,0110,1,GS-14,K,10,F,1,1,115755,08.7
DNFE,SC,201705,E,21,15,B,11,0110,1,GS-15,P,48,F,2,1,161900,01.9
DNFE,SC,201708,D,21,11,A,11,0110,1,GS-11,F,15,F,1,1,066510,00.6
DNFE,SC,201604,C,17,11,B,11,0110,1,GS-11,F,15,F,1,1,064650,01.1
DNFE,SD,201610,I,18,15,H,11,0110,1,GS-15,P,10,F,1,1,160300,27.6
